time,Open,High,Low,Close,Volume,usd/vnd,Signal
2019-01-02,80.8,82.46,80.46,3.5552298008105545,403570,23.194,0
2019-01-03,82.46,82.46,80.86,3.523756143830301,449730,23.194,0
2019-01-04,81.46,83.12,80.46,3.5836854358885923,498470,23.194,0
2019-01-07,84.92,87.11,83.46,3.755712684314909,897430,23.194,0
2019-01-08,87.38,87.38,85.58,3.7272570492368717,448350,23.194,0
2019-01-09,86.45,88.11,85.78,3.781581443476761,636050,23.194,0
2019-01-10,87.71,87.78,87.05,3.77597654565836,301700,23.194,0
2019-01-11,87.58,89.11,87.58,3.841941881521083,954110,23.194,0
2019-01-14,88.44,89.77,88.38,3.8703975165991205,611420,23.194,0
2019-01-15,89.77,89.91,89.11,3.867810640682935,598510,23.194,0
2019-01-16,89.11,89.57,87.78,3.813055100457015,562220,23.194,0
2019-01-17,88.44,88.71,87.51,3.7902043631973785,514870,23.194,0
2019-01-18,88.44,89.71,88.44,3.841941881521083,545600,23.194,0
2019-01-21,89.18,89.18,87.98,3.836336983702682,279380,23.194,0
2019-01-22,89.24,89.77,88.44,3.841941881521083,399040,23.194,0
2019-01-23,89.71,89.77,88.98,3.8561696990601018,1028650,23.194,0
2019-01-24,89.77,90.11,89.31,3.8850564801241703,1077600,23.194,0
2019-01-25,90.44,90.64,90.17,3.896266275760973,813810,23.194,0
2019-01-28,90.77,90.84,90.37,3.9928388048496077,487650,22.733199219,0
2019-01-29,91.1,91.1,90.11,3.9135121152022077,371010,23.194,0
2019-01-30,90.84,90.84,90.11,3.8850564801241703,279280,23.194,0
2019-01-31,90.77,90.77,88.78,3.8703975165991205,812290,23.194,0
2019-02-01,90.31,90.31,88.44,3.8688962634142134,731430,23.203,0
2019-02-11,89.77,91.7,89.71,3.9846563665716044,1357210,22.862699219,0
2019-02-12,91.77,91.9,91.1,3.9550920139637116,957440,23.203,0
2019-02-13,91.77,92.03,90.57,3.9637115890186614,764480,23.203,0
